Key,Name,State,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20
NM-7,Colfax County,NM,-104.64727,36.60570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
NM-9,Curry County,NM,-103.34689,34.57421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,5,6,6,6,6,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,13,13,13,17,17,18,18,19,20,23,26,28,29,29,31,32,34,34,36,40,41,41,43,45,44
NM-11,De Baca County,NM,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-13,Dona Ana County,NM,-106.83294,32.35276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,13,13,16,17,17,17,18,18,21,23,22,29,30,35,35,39,44,44,49,50,50,54,54,58,67,69,73,73,82,88,94,110,116,126,129,130,144,147,153,159,170,173,180,197,206,201,221,245,245,249,259,270,282,294,309,319,326,362
NM-15,Eddy County,NM,-104.30535,32.47167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,6,6,6,7,7,7,7,7,7,9,9,10,10,11,11,11,11,13,13,12,12,12,12,13,13,13,13,13,13,14,14,14,14,14,14,17,17,17,17,17,17,17,17
NM-17,Grant County,NM,-108.38278,32.73911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,7,7,9,9,10,11,11,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,15,16,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16
NM-19,Guadalupe County,NM,-104.79067,34.86319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,7,12,13,13,13,14,14,14,14,15,15,15,15,15,15,15,15,15,17,17,17,19,19,19,19,19,19,19
NM-21,Harding County,NM,-103.82209,35.85752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NM-23,Hidalgo County,NM,-108.71518,31.91383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
NM-25,Lea County,NM,-103.41237,32.79215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,10,10,10,10,10,10,10,10,12,12,12,12,14,14,14,14,15,15,15,15,15,15,15,16,18,18,18,21
NM-27,Lincoln County,NM,-105.45862,33.74526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
NM-28,Los Alamos County,NM,-106.31350,35.86631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
NM-29,Luna County,NM,-107.75088,32.18179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8
NM-31,McKinley County,NM,-108.26224,35.58008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,5,9,9,16,20,24,31,31,40,44,55,70,70,113,113,144,144,191,242,242,265,356,363,416,416,519,573,639,708,720,778,820,953,1027,1064,1116,1144,1233,1274,1337,1402,1460,1508,1522,1585,1628,1681,1730,1787,1864,1888,1953,1987,2034,2044
NM-35,Otero County,NM,-105.74176,32.61348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,5,5,5,6,6,8,8,9,9,15,7,8,12,9,8,8,8,9,8,8,8,8,8
NM-37,Quay County,NM,-103.54817,35.10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
NM-39,Rio Arriba County,NM,-106.69317,36.51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,4,4,4,5,5,6,6,6,6,7,7,7,7,7,7,10,10,10,10,10,11,11,11,11,12,12,14,14,14,14,14,18,22,24,24,24,24,26,27,27,27,28,28,28,30,30,31,31,33,33,33,36
NM-41,Roosevelt County,NM,-103.47995,34.02097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,7,7,8,8,9,9,9,10,10,10,11,11,11,11,11,11,12,13,14,14,26,26,27,27,27,26
NM-43,Sandoval County,NM,-106.86878,35.68862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,7,7,7,7,8,8,10,15,18,18,29,29,32,66,66,103,114,128,128,143,177,177,235,235,244,262,262,293,311,315,317,317,341,345,357,365,374,378,383,385,389,396,410,416,421,426,432,439,451,452,458,467,474,477,479,483,488,493,495,498,542,528
NM-45,San Juan County,NM,-108.32044,36.50838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,14,18,22,22,32,37,41,50,58,58,83,107,116,116,142,142,151,151,173,200,200,229,260,275,293,293,339,390,420,435,442,463,508,576,621,637,710,736,781,806,844,921,989,1015,1034,1107,1149,1203,1237,1274,1316,1344,1376,1408,1457,1451
NM-47,San Miguel County,NM,-104.81636,35.48015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,6,6,7,7,7,7,9,10,10,10,10,10,10
NM-49,Santa Fe County,NM,-105.97747,35.50709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,5,7,7,8,8,12,14,17,17,22,29,34,34,42,42,48,48,52,62,64,66,66,68,70,72,75,75,76,78,78,79,82,83,86,86,93,96,94,95,95,95,98,98,100,100,107,107,108,108,110,110,110,110,111,112,112,113,113,114,122,123,124,126,128,127
NM-51,Sierra County,NM,-107.19259,33.13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NM-53,Socorro County,NM,-106.92984,34.00715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,7,7,9,10,12,12,14,16,16,20,20,20,31,31,34,38,39,40,40,40,41,42,42,43,43,45,46,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49
NM-55,Taos County,NM,-105.63102,36.58006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,8,9,9,11,11,12,13,13,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,16,16,16,17,17,17,17,17,17,17,18,19,19,20,20,20,20,20,20,20,20,20,21,22,22,23,22,22,23,22,22,22
NM-57,Torrance County,NM,-105.85089,34.64048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,7,7,7,8,9,10,10,10,12,12,12,12,12,13,13,13,13,13,13,14,14,15,15,15,15,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,19,20,19
NM-59,Union County,NM,-103.47096,36.48126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NM-61,Valencia County,NM,-106.81037,34.71670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,5,5,5,7,7,7,7,8,11,14,18,18,20,21,21,24,26,29,33,33,35,38,41,41,42,42,42,44,45,47,49,50,50,53,55,54,55,55,55,57,57,59,60,63,64,66,68,68,70,69
NY-0,Unassigned,NY,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,18,449,0,23,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY-1,Albany County,NY,-73.97724,42.60060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,7,15,25,36,43,70,88,123,127,146,152,171,187,195,205,217,226,240,253,267,293,305,319,333,342,379,426,446,478,499,535,548,581,619,648,682,687,704,737,758,805,899,948,979,1009,1067,1165,1204,1238,1258,1287,1294,1321,1348,1384,1416,1432,1456,1479,1494,1509,1538,1572,1579,1610,1655,1682,1700
NY-3,Allegany County,NY,-78.02750,42.25748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,9,10,12,14,16,16,17,17,21,22,26,26,26,26,28,28,28,29,30,30,30,30,30,30,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,38,42,44,44,44,44,44,44,44,44,44
NY-7,Broome County,NY,-75.81326,42.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,9,11,16,18,23,29,35,38,42,46,56,65,71,76,86,93,105,112,117,126,133,146,153,167,178,186,192,199,205,219,224,232,251,257,261,266,273,284,299,305,327,334,338,345,360,364,372,373,378,379,382,383,390,413,414,423,429,436,451
NY-9,Cattaraugus County,NY,-78.67923,42.24778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,7,8,9,9,10,12,13,15,17,18,19,28,28,32,32,32,34,34,34,34,35,37,37,39,45,45,45,45,47,47,49,50,53,53,53,54,59,59,60,60,61,61,61,64,64,65,65,67,69,70,71
NY-11,Cayuga County,NY,-76.55732,42.91262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,4,4,6,7,8,11,14,14,16,27,28,31,31,33,36,36,36,36,36,36,36,36,37,39,47,47,48,48,48,48,51,51,51,51,51,51,52,52,53,58,60,60,60,60,61,63,63,65,68,68,72
NY-13,Chautauqua County,NY,-79.36692,42.22769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,7,7,7,8,8,9,10,18,18,18,18,22,22,22,23,23,23,24,24,25,25,25,25,25,36,26,27,27,29,30,30,31,33,35,35,36,37,37,38,40,40,40,41,41,42,43,44,45,48,48,49,49,50,58
NY-15,Chemung County,NY,-76.76388,42.13891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,7,11,12,15,15,20,22,22,35,36,38,47,49,55,59,59,60,60,60,64,69,70,71,72,73,73,75,75,76,79,103,106,108,113,119,122,123,124,125,126,126,128,129,130,131,131,131,131,132,132,133,134,134,134,134,134,134
NY-17,Chenango County,NY,-75.60888,42.49430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,4,8,15,17,19,26,28,32,39,43,46,51,53,55,60,61,63,65,68,71,73,76,77,78,78,79,79,82,84,91,93,95,95,96,98,99,99,99,100,100,102,105,105,109,109,111,112,112,112,113,115,117,118,118,118,118
NY-19,Clinton County,NY,-73.67875,44.74531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,6,10,11,11,12,13,17,21,25,25,30,31,33,36,37,39,40,43,43,43,44,45,45,46,47,48,49,51,56,56,52,53,54,57,59,59,59,59,61,62,66,68,69,69,69,74,76,76,76,77,78,81,85,91,92,94,94,94,94
NY-21,Columbia County,NY,-73.63089,42.24819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,17,18,19,24,27,30,30,36,36,41,45,51,57,69,70,72,76,83,84,87,87,93,93,100,100,101,105,107,111,120,120,123,129,140,143,146,154,165,170,202,205,209,213,229,291,302,304,304,312,314,314,318,327,333,338,340,346,350,350,355
NY-23,Cortland County,NY,-76.07049,42.59509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,7,8,10,10,10,11,14,14,14,14,16,16,16,17,17,21,21,22,23,24,25,25,25,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,30,31,33,33,34,34,35,36,36,36
NY-25,Delaware County,NY,-74.96709,42.19838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7,8,8,8,11,16,20,22,24,26,27,29,36,37,37,39,39,39,42,45,46,47,48,49,49,49,62,62,50,51,58,58,58,59,60,61,61,61,61,62,62,62,63,63,63,64,65,65,66,67,67,68,69,69,69,69,71
NY-27,Dutchess County,NY,-73.74357,41.76486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,10,16,20,31,36,49,82,100,124,153,190,225,262,320,392,484,547,667,809,938,1077,1189,1249,1395,1493,1598,1744,1838,1881,1934,2048,2085,2142,2201,2240,2284,2331,2391,2460,2517,2660,2729,2793,2817,2881,2954,3002,3049,3086,3131,3151,3192,3233,3277,3319,3359,3378,3399,3429,3474,3498,3527,3543,3552,3710,3724,3745
NY-29,Erie County,NY,-78.73064,42.76249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,20,28,47,50,56,87,114,122,206,245,318,414,443,499,582,617,734,808,1059,1148,1234,1335,1432,1498,1506,1571,1661,1730,1812,1951,2023,2023,2192,2192,2284,2284,2450,2603,2773,2954,3021,3089,3196,3319,3481,3598,3710,3802,3891,4008,4136,4255,4337,4453,4483,4530,4606,4671,4782,4867,4954,4993,5037,5131,5270
NY-31,Essex County,NY,-73.77298,44.11631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,4,5,5,5,5,5,5,6,7,7,7,9,9,9,9,8,10,12,12,12,12,12,12,15,16,18,20,21,22,22,22,24,24,24,26,27,28,28,28,29,29,30,30,30,31,31,32,32,32,32,32,32,32,33,33,34,34,36
NY-33,Franklin County,NY,-74.29926,44.59041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,6,6,9,9,10,10,10,10,10,10,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,17,17,17,17,17,17,18,18,18,18,18,19
NY-35,Fulton County,NY,-74.41799,43.11364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,6,6,9,9,11,13,14,15,18,21,21,21,22,24,25,27,27,27,27,27,28,28,29,61,62,62,66,67,71,75,79,82,84,97,100,101,103,104,107,109,135,140,144,145,148,171,182,182,184,186
NY-37,Genesee County,NY,-78.19135,43.00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,6,7,9,9,11,13,16,17,20,22,23,33,47,56,65,67,70,71,76,76,78,83,87,117,119,121,122,126,127,141,144,148,149,152,153,154,155,155,159,159,162,168,169,170,172,173,174,174,175,175,178,180,180,182,184,188
NY-39,Greene County,NY,-74.12385,42.27580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,5,6,7,7,10,10,18,21,23,24,24,24,24,25,31,34,37,44,45,66,73,74,77,82,85,86,87,87,89,90,107,110,111,112,114,131,139,142,151,154,166,188,198,199,204,206,206,206,206,207,209,211,212,213,214,215,215
NY-41,Hamilton County,NY,-74.49722,43.66147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
